lower,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
gather,gather,g@DX,4,4,0,2,2,gather,2,4,509,7,12,11,799,6044,1272,7692892,5
drill,drill,drIl,12,10,2,7,5,drill,1,4,285,6,23,11,701,3456,690,8248787,5
hers,hers,hRz,13,12,1,6,7,hers,1,3,408,5,103,45,802,4760,431,2075721,4
via,via,vYx,7,5,2,1,6,via,2,3,549,4,64,35,180,9893,607,97175775,4
ply,ply,plY,12,8,4,6,6,ply,1,3,345,4,41,14,16,340,20,1826809,4
however,however,hWEvX,1,1,0,1,0,however,3,5,478,5,3,0,2299,89234,5585,163966665,3
pollster,pollster,polstX,3,2,1,3,0,pollster,2,6,471,9,8,3,0,739,324,199553,7
menace,menace,mEn|s,2,2,0,2,0,menace,2,5,649,7,16,6,190,906,176,1724011,6
jump,jump,J^mp,8,8,0,8,0,jump,1,4,373,5,18,11,3561,10080,2445,44142166,5
internal,internal,IntRnL,5,2,3,2,3,internal,3,7,474,9,4,3,502,14226,1344,52519712,8
whence,whence,hwEns,2,0,2,1,1,whence,1,4,479,5,32,2,53,270,13,1196735,5
mumble,mumble,m^mbL,6,5,1,6,0,mumble,2,6,373,7,12,10,40,230,15,205590,7
underplay,underplay,^ndXple,1,0,1,0,1,underplay,3,7,508,10,3,2,1,20,2,17041,8
suck,suck,s^k,25,20,5,15,10,suck,1,3,406,5,80,28,1779,1616,213,22523935,4
plus,plus,pl^s,6,5,1,1,5,plus,1,4,418,5,33,14,2399,22795,5076,94737923,5
gypsy,Gypsy,JIpsi,1,1,0,1,0,gypsy,2,5,439,5,3,0,338,803,97,2202190,6
jet,jet,JEt,20,17,3,14,6,jet,1,3,350,4,74,30,721,5757,1077,16680047,4
axis,axis,@ks|s,1,1,0,0,1,axis,2,5,452,4,8,9,81,2131,162,12408450,5
distributor,distributor,dIstrIbyutX,1,0,1,0,1,distributor,4,11,567,12,2,1,78,757,87,11002174,12
courier,courier,kRiX,2,1,1,1,1,courier,3,4,458,8,28,6,168,704,78,8405086,5
outdoor,outdoor,Wtdor,1,0,1,0,1,outdoor,2,5,561,8,2,1,93,5517,297,53464306,6
phlegm,phlegm,flEm,7,6,1,0,7,phlegm,1,4,390,7,28,0,34,95,3,155866,5
vote,vote,vot,15,13,2,12,3,vote,1,3,458,5,44,18,1751,28504,15292,58390459,4
such,such,s^C,12,11,1,6,6,such,1,3,460,5,39,17,14852,206546,16825,380733306,4
protector,protector,prxtEktX,1,0,1,0,1,protector,3,8,529,10,5,2,149,660,83,4130107,9
rut,rut,r^t,28,25,3,18,10,rut,1,3,317,4,90,36,78,710,37,557418,4
eternal,eternal,ItRnL,2,1,1,2,0,eternal,3,6,471,8,3,1,547,2514,211,7052882,7
civic,civic,sIvIk,1,1,0,1,0,civic,2,5,640,6,9,3,110,4321,274,10286751,6
pet,pet,pEt,30,25,5,20,10,pet,1,3,259,4,99,46,1029,4668,778,45452913,4
crude,crude,krud,11,9,2,4,7,crude,1,4,429,6,44,11,155,3293,643,5119510,5
whiting,whiting,hwYtIG,1,1,0,0,1,whiting,2,5,336,8,26,10,31,398,7,1044301,6
gratification,gratification,gr@t|fxkeS|n,1,0,1,1,0,gratification,5,12,848,8,1,1,42,632,74,607049,7
gas,gas,g@s,19,15,4,11,8,gas,1,3,410,4,80,59,3457,25476,5006,71524611,4
ado,ado,xdu,4,1,3,2,2,ado,2,3,347,4,18,29,77,253,60,1581917,4
facial,facial,feSL,3,3,0,1,2,facial,2,5,614,7,8,2,293,2509,208,12721452,6
stooge,stooge,stuJ,4,3,1,0,4,stooge,1,4,589,7,18,2,56,60,7,111159,5
holly,holly,hali,11,11,0,6,5,holly,2,4,372,6,90,22,548,2508,454,6835563,5
emulsion,emulsion,Im^lS|n,1,0,1,1,0,emulsion,3,7,678,7,1,0,8,174,7,856056,5
sought,sought,sct,24,19,5,18,6,sought,1,3,456,4,64,7,240,10896,813,12399522,4
ewe,ewe,yu,30,20,10,24,6,ewe,1,2,519,4,186,22,16,258,6,455654,3
trash,trash,tr@S,7,6,1,4,3,trash,1,4,466,6,26,8,1146,4581,809,7097772,5
mortify,mortify,mort|fY,1,1,0,1,0,mortify,3,7,631,7,1,1,7,10,1,33359,6
flop,flop,flap,9,7,2,5,4,flop,1,4,354,5,18,18,118,836,240,2648219,5
porch,porch,porC,7,5,2,2,5,porch,1,4,470,6,25,16,491,5514,271,3420626,5
shone,shone,Son,23,20,3,17,6,shone,1,3,393,6,102,22,30,1252,18,709347,4
attach,attach,xt@C,1,1,0,0,1,attach,2,4,518,7,4,2,126,1935,230,9444154,5
ink,ink,IGk,14,2,12,12,2,ink,1,3,356,4,45,31,382,2854,268,25445645,4
sable,sable,sebL,10,8,2,9,1,sable,2,5,504,6,33,18,42,408,24,1501339,6
issue,issue,ISu,3,0,3,3,0,issue,2,3,411,6,24,7,1741,58808,22744,128432795,4
contractor,contractor,kantr@ktX,1,0,1,0,1,contractor,3,9,689,11,5,1,160,2037,376,21783415,10
squall,squall,skwcl,4,3,1,1,3,squall,1,5,543,7,5,1,20,189,14,342920,6
towpath,towpath,top@T,1,1,0,0,1,towpath,2,5,529,4,2,0,1,49,0,92094,5
computer,computer,kxmpyutX,1,0,1,0,1,computer,3,8,450,9,6,6,3011,32318,4138,224190650,9
pang,pang,p@G,17,17,0,8,9,pang,1,3,395,5,53,30,81,450,8,665803,4
pod,pod,pad,23,17,6,14,9,pod,1,3,389,4,62,31,408,998,64,5209484,4
bond,bond,band,13,11,2,10,3,bond,1,4,475,5,44,29,1595,9158,2047,23449140,5
gripe,gripe,grYp,7,6,1,2,5,gripe,1,4,325,6,23,17,40,246,53,552076,5
thread,thread,TrEd,6,5,1,5,1,thread,1,4,478,7,17,3,263,2783,232,167520390,5
affiliate,affiliate,xfIliet,1,1,0,1,0,affiliate,4,7,650,10,2,4,15,1162,426,37877419,8
dram,dram,dr@m,10,7,3,6,4,dram,1,4,506,5,33,23,10,124,1,1679051,5
amount,amount,xmWnt,2,1,1,2,0,amount,2,5,546,7,4,2,1262,26422,6056,92039679,6
detain,detain,dIten,2,2,0,2,0,detain,2,5,545,7,9,7,93,281,80,492176,6
stake,stake,stek,17,14,3,4,13,stake,1,4,466,6,43,18,847,5734,1344,5061965,5
gouge,gouge,gWJ,3,3,0,1,2,gouge,1,3,469,6,14,9,35,147,19,240551,4
rig,rig,rIg,26,21,5,13,13,rig,1,3,367,4,83,35,440,1704,236,2826013,4
bowel,bowel,bWL,7,6,1,4,3,bowel,2,4,383,6,18,15,183,738,46,2666510,5
my,my,mY,32,24,8,17,15,my,1,2,364,3,129,39,344899,577200,129097,1059793441,3
invest,invest,InvEst,4,4,0,3,1,invest,2,6,569,7,6,6,241,5044,1194,9987889,7
dubious,dubious,dubixs,1,1,0,1,0,dubious,3,6,535,5,1,0,73,1396,153,1259096,5
duo,duo,duo,10,8,2,0,10,duo,2,3,374,4,50,24,77,1282,120,6901878,4
decide,decide,dIsYd,1,1,0,1,0,decide,2,5,549,7,7,7,2571,14811,5168,20951974,6
relieve,relieve,rIliv,3,3,0,1,2,relieve,2,5,633,8,7,6,284,1689,247,3018810,6
flex,flex,flEks,4,3,1,3,1,flex,1,5,540,5,14,10,50,1143,84,5827672,6
band,band,b@nd,19,13,6,14,5,band,1,4,424,5,49,32,2724,16316,2359,68585119,5
laureate,laureate,lcrixt,2,1,1,2,0,laureate,3,6,424,9,6,2,7,534,105,801795,7
face,face,fes,21,18,3,12,9,face,1,3,525,5,72,29,14747,87751,12447,82818242,4
copper,copper,kapX,9,8,1,3,6,copper,2,4,469,7,69,22,336,3384,130,14543941,5
contribute,contribute,kxntrIbyut,1,0,1,0,1,contribute,3,10,507,11,1,2,194,7411,822,22258902,11
append,append,xpEnd,7,6,1,7,0,append,2,5,468,7,7,0,0,45,1,2139296,6
potent,potent,potNt,1,1,0,1,0,potent,2,6,490,7,2,5,76,2056,199,2419930,7
beak,beak,bik,28,23,5,19,9,beak,1,3,364,5,136,27,107,613,25,561383,4
evade,evade,Ived,1,0,1,1,0,evade,2,4,454,6,3,8,45,512,86,610569,5
open,open,opxn,4,3,1,1,3,open,2,4,436,5,26,15,16341,74657,10430,239675664,5
staid,staid,sted,13,12,1,2,11,staid,1,4,557,5,37,7,3,254,20,196599,5
force,force,fors,16,14,2,7,9,force,1,4,478,6,62,13,3604,45496,10829,79207090,5
inlay,inlay,Inle,2,1,1,0,2,inlay,2,4,421,5,9,4,13,86,1,965778,5
partially,partially,parSLi,1,0,1,0,1,partially,3,7,568,8,4,0,109,3673,405,7231835,7
buddhist,Buddhist,bud|st,1,1,0,1,0,buddhist,2,6,542,9,2,2,121,1458,164,3874346,7
optics,optics,aptIks,2,1,1,0,2,optics,2,6,566,6,4,2,36,1098,64,7617094,6
pumpkin,pumpkin,p^mpk|n,1,1,0,1,0,pumpkin,2,6,450,8,2,4,553,2166,230,3459153,5
tired,tired,tYrd,3,0,3,0,3,tired,2,4,417,6,12,14,5745,11085,2098,11159797,5
deception,deception,dIsEpS|n,1,1,0,1,0,deception,3,8,533,10,3,3,160,1262,241,2454433,9
cipher,cipher,sYfX,3,3,0,2,1,cipher,2,4,510,7,53,4,76,137,8,1178025,5
systematic,systematic,sIstxm@tIk,1,1,0,1,0,systematic,4,10,838,11,1,1,30,3628,168,6527542,11
swore,swore,swor,11,5,6,6,5,swore,1,4,569,5,25,12,446,1208,135,668969,5
viscous,viscous,vIsk|s,1,1,0,0,1,viscous,2,6,549,7,3,0,13,235,12,690820,5
oracle,oracle,crxkL,2,1,1,2,0,oracle,3,6,434,7,6,2,114,849,83,17217539,7
revival,revival,rIvYvL,1,0,1,0,1,revival,3,7,818,8,1,1,60,2576,219,3568249,6
mint,mint,mInt,12,10,2,7,5,mint,1,4,319,5,61,36,277,2280,206,12709532,5
haddock,haddock,h@dxk,4,4,0,4,0,haddock,2,5,427,6,29,7,11,139,11,438655,5
husky,husky,h^ski,1,0,1,0,1,husky,2,5,454,6,19,12,81,471,18,1606901,6
shadow,shadow,S@do,3,2,1,0,3,shadow,2,4,503,7,15,2,1080,8207,611,15234207,5
broth,broth,brcT,8,7,1,3,5,broth,1,4,529,6,25,12,45,3039,61,1297117,5
palace,palace,p@lxs,7,7,0,5,2,palace,2,5,523,7,33,6,979,5168,836,14592777,6
kosher,kosher,koSX,1,1,0,0,1,kosher,2,4,454,7,38,9,137,1440,82,2212803,5
cull,cull,k^l,24,21,3,16,8,cull,1,3,320,5,138,24,4,135,9,451434,4
lemon,lemon,lEmxn,3,3,0,3,0,lemon,2,5,349,6,81,16,613,7227,471,9071126,6
tray,tray,tre,19,11,8,9,10,tray,1,3,479,5,48,23,410,2620,108,7753730,4
twig,twig,twIg,8,7,1,4,4,twig,1,4,333,5,19,10,69,412,10,606887,5
rape,rape,rep,26,21,5,15,11,rape,1,3,294,5,89,34,816,6091,2592,51479037,4
greet,greet,grit,12,12,0,1,11,greet,1,4,366,6,48,9,268,1636,203,1784219,5
elicit,elicit,xlIs|t,3,1,2,3,0,elicit,3,6,501,7,2,1,25,917,54,824563,7
risk,risk,rIsk,9,5,4,5,4,risk,1,4,386,5,49,26,2501,43624,6650,91491902,5
psychology,psychology,sYkalxJi,1,1,0,1,0,psychology,4,8,804,10,2,0,279,9573,494,23936637,8
insane,insane,Insen,2,1,1,1,1,insane,2,5,518,7,1,1,1973,2085,541,4130477,6
twiddle,twiddle,twIdL,1,1,0,1,0,twiddle,2,6,357,7,6,2,15,17,3,75361,5
stress,stress,strEs,2,1,1,1,1,stress,1,5,484,7,19,3,796,17435,2259,25900161,6
bail,bail,bel,33,30,3,24,9,bail,1,3,284,5,163,40,885,2183,905,3739601,4
knives,knives,nYvz,3,3,0,3,0,knives,1,4,552,6,29,2,353,1558,192,7737510,4
shake,shake,Sek,24,22,2,17,7,shake,1,3,408,6,75,20,2021,6081,1107,6841547,4
evocation,evocation,IvokeS|n,2,0,2,2,0,evocation,4,8,612,10,2,4,4,258,7,170851,9
notch,notch,naC,7,7,0,3,4,notch,1,3,559,6,45,4,170,1359,131,3302495,4
guide,guide,gYd,18,16,2,15,3,guide,1,3,344,6,78,13,910,14535,1086,213384707,4
stimulation,stimulation,stImyUleS|n,2,1,1,2,0,stimulation,4,11,894,10,2,2,70,1394,96,4225487,9
flint,flint,flInt,5,3,2,3,2,flint,1,5,411,6,17,14,222,922,115,3231075,6
shun,shun,S^n,19,18,1,15,4,shun,1,3,426,5,106,21,26,447,39,733434,4
aquarius,Aquarius,xkw@rixs,1,1,0,0,1,aquarius,4,8,748,8,1,2,58,265,3,1574237,8
bush,bush,bUS,6,5,1,3,3,bush,1,3,317,5,27,30,720,59007,35233,71300864,4
bounty,bounty,bWnti,1,1,0,1,0,bounty,2,5,609,6,4,5,366,1057,169,2151873,6
month,month,m^nT,2,2,0,0,2,month,1,4,418,6,15,9,4854,46495,10366,123031117,5
major,major,meJX,4,2,2,2,2,major,2,4,502,6,32,5,5343,61820,12480,122596391,5
reckless,reckless,rEklxs,3,3,0,2,1,reckless,2,6,639,9,1,1,251,1326,306,1392393,7
numerable,numerable,numXxbL,1,0,1,1,0,numerable,4,8,575,7,1,0,0,5,1,8553,6
ego,ego,igo,4,3,1,2,2,ego,2,3,354,4,27,22,382,3371,390,3682266,4
dot,dot,dat,26,24,2,19,7,dot,1,3,295,4,90,40,338,2996,443,26595890,4
wicked,wicked,wIk|d,2,2,0,1,1,wicked,2,5,283,7,8,12,678,1587,143,6497108,6
summary,summary,s^mXi,1,0,1,0,1,summary,3,5,490,7,14,1,85,5537,1572,80528425,6
tongue,tongue,t^G,16,15,1,10,6,tongue,1,3,335,7,41,4,1589,6661,422,10002790,4
pepper,pepper,pEpX,5,3,2,3,2,pepper,2,4,459,7,34,10,449,13086,576,9725494,5
rather,rather,r@DX,3,3,0,2,1,rather,2,4,435,7,19,20,5825,63623,10326,73665419,5
denote,denote,dInot,1,0,1,0,1,denote,2,5,408,7,11,5,4,440,5,3369529,6
met,met,mEt,26,23,3,19,7,met,1,3,593,4,93,46,9758,33185,7994,42236918,4
oversight,oversight,ovXsYt,1,1,0,0,1,oversight,3,6,563,7,4,1,74,2653,633,4971139,6
primacy,primacy,prYmxsi,1,1,0,1,0,primacy,3,7,480,7,2,3,0,668,21,460541,7
religious,religious,rIlIJ|s,2,1,1,1,1,religious,3,7,680,10,2,1,707,29828,3535,36046200,8
toll,toll,tol,33,29,4,24,9,toll,1,3,405,5,127,34,171,4038,1091,28852512,4
upturn,upturn,^ptRn,1,1,0,0,1,upturn,2,5,531,7,4,1,0,113,34,221168,6
clammy,clammy,kl@mi,3,2,1,0,3,clammy,2,5,437,6,17,2,30,275,8,113729,5
owlet,owlet,Wl|t,1,1,0,1,0,owlet,2,4,466,4,12,0,1,9,0,44917,4
tack,tack,t@k,37,27,10,23,14,tack,1,3,377,5,115,32,108,912,90,2548232,4
cotton,cotton,katN,7,5,2,5,2,cotton,2,5,435,7,43,11,723,6778,350,23279717,6
kelp,kelp,kElp,3,3,0,2,1,kelp,1,4,316,5,32,13,63,276,8,628330,5
demonstrator,demonstrator,dEmxnstretX,1,0,1,0,1,demonstrator,4,11,713,13,3,1,8,128,40,382929,12
mile,mile,mYl,28,24,4,20,8,mile,1,3,387,5,109,45,1071,13035,1657,22186849,4
bass,bass,b@s,23,18,5,10,13,bass,1,3,448,5,101,52,385,6084,487,26256986,4
tunnel,tunnel,t^nL,7,6,1,4,3,tunnel,2,5,311,7,19,5,912,4106,545,8698257,6
enunciate,enunciate,In^nsiet,1,1,0,1,0,enunciate,4,8,679,10,2,3,7,65,15,45004,9
actually,actually,@kCuLi,1,0,1,0,1,actually,2,5,496,7,5,1,16439,72504,38266,69447573,4
spread,spread,sprEd,1,0,1,0,1,spread,1,5,492,7,6,1,1596,17863,2264,24520864,6
bent,bent,bEnt,17,16,1,12,5,bent,1,4,342,5,71,44,368,6166,278,5074045,5
yucca,yucca,y^kx,2,2,0,2,0,yucca,2,4,435,4,5,1,14,461,135,812282,5
victim,victim,vIktxm,1,1,0,1,0,victim,2,6,398,7,4,2,2434,10457,3804,11845078,7
cubicle,cubicle,kyubIkL,2,1,1,1,1,cubicle,3,8,523,8,3,3,131,556,47,679227,9
daily,daily,deli,9,8,1,7,2,daily,2,4,442,5,86,12,797,24139,2921,105841570,5
wedlock,wedlock,wEdlak,1,1,0,1,0,wedlock,2,6,493,4,3,2,54,441,95,273600,4
settle,settle,sEtL,10,9,1,6,4,settle,2,5,439,7,28,12,2143,5826,1035,6326394,6
seizure,seizure,siZX,3,3,0,1,2,seizure,2,4,502,8,25,1,190,929,233,2353392,5
yacht,yacht,yat,16,16,0,15,1,yacht,1,3,312,6,57,2,419,1251,180,5932756,4
cut,cut,k^t,25,23,2,17,8,cut,1,3,315,4,105,27,11718,56677,11630,61343865,4
lair,lair,lEr,30,25,5,22,8,lair,1,3,427,5,140,25,123,358,9,1211294,4
unnatural,unnatural,^n@CXL,1,0,1,1,0,unnatural,4,8,600,10,1,0,140,957,91,951764,9
handy,handy,h@ndi,6,5,1,4,2,handy,2,5,476,6,46,26,623,2229,166,7938926,6
sire,sire,sYr,20,17,3,14,6,sire,2,3,539,5,115,37,671,341,6,1607933,4
submerse,submerse,sxbmRs,1,1,0,0,1,submerse,2,6,698,9,2,2,1,2,0,10197,7
busy,busy,bIzi,2,2,0,1,1,busy,2,4,459,4,38,19,5433,11017,2200,17377502,5
inviting,inviting,InvYtIG,1,1,0,1,0,inviting,3,7,554,6,4,1,367,2445,434,2822014,7
vandal,vandal,v@ndL,4,4,0,4,0,vandal,2,6,499,7,25,6,15,53,6,362245,7
obey,obey,obe,6,5,1,3,3,obey,2,3,431,5,26,13,456,1516,367,2820117,4
liability,liability,lYxbIl|ti,1,1,0,1,0,liability,5,9,634,9,1,2,158,3561,530,26837967,10
dowdy,dowdy,dWdi,5,5,0,2,3,dowdy,2,4,388,5,32,12,12,154,13,161797,4
insole,insole,Insol,1,0,1,1,0,insole,2,5,498,7,3,0,2,70,3,511475,4
any,any,Eni,9,4,5,5,4,any,2,3,459,4,105,29,56068,219278,61618,710755610,4
driving,driving,drYvIG,3,2,1,3,0,driving,2,6,469,8,6,3,3780,17165,3855,40034225,7
pickup,pickup,pIk^p,2,2,0,2,0,pickup,2,5,381,7,13,2,389,3386,353,9355456,6
exude,exude,Igzud,1,1,0,0,1,exude,2,5,480,6,1,4,11,159,9,142969,6
fire,fire,fYr,22,18,4,15,7,fire,2,3,482,5,100,34,10990,39024,9686,83858423,4
bird,bird,bRd,22,18,4,12,10,bird,1,3,307,5,110,17,2318,11125,1383,29443460,4
cowl,cowl,kWl,18,15,3,15,3,cowl,1,3,383,5,89,15,5,111,4,368295,4
psychic,psychic,sYkIk,1,0,1,0,1,psychic,2,5,489,8,4,1,605,1442,228,4353686,6
knob,knob,nab,21,18,3,15,6,knob,1,3,366,5,63,10,125,922,28,3275535,4
formalize,formalize,formxlYz,1,1,0,1,0,formalize,3,8,779,10,2,3,6,76,7,272084,9
prepare,prepare,prIpEr,1,0,1,1,0,prepare,2,6,512,8,3,4,1711,9289,1234,21088422,7
afferent,afferent,@fXxnt,1,1,0,1,0,afferent,3,6,449,5,2,1,0,62,0,247551,4
casket,casket,k@sk|t,2,2,0,2,0,casket,2,6,562,7,7,4,162,698,143,731278,7
space,space,spes,6,4,2,2,4,space,1,4,537,6,20,15,3369,45608,5263,121524893,5
mad,mad,m@d,28,23,5,17,11,mad,1,3,462,4,81,54,5784,7648,1858,16478992,4
rabbi,rabbi,r@bY,1,1,0,0,1,rabbi,2,4,469,6,4,5,342,2280,599,3488914,5
loot,loot,lut,26,24,2,18,8,loot,1,3,305,5,106,20,181,382,54,1066250,4
ape,ape,ep,17,10,7,9,8,ape,1,2,346,4,59,34,493,996,50,2441446,3
fled,fled,flEd,10,8,2,5,5,fled,1,4,566,5,33,16,224,3820,675,2246067,5
sloth,sloth,slcT,3,2,1,1,2,sloth,1,4,529,6,15,8,74,290,52,519816,4
papa,papa,papx,4,3,1,0,4,papa,2,4,338,5,25,17,2172,2732,120,4175779,5
hamper,hamper,h@mpX,3,2,1,2,1,hamper,2,5,360,7,24,17,72,494,50,1203919,6
aught,aught,ct,23,10,13,15,8,aught,1,2,304,5,71,9,18,50,6,209706,3
alive,alive,xlYv,4,4,0,0,4,alive,2,4,610,4,14,12,7878,15207,4343,16076446,4
convert,convert,kxnvRt,2,2,0,0,2,convert,2,6,421,8,9,9,159,2483,281,16927734,7
tissue,tissue,tISu,2,1,1,2,0,tissue,2,5,434,7,1,3,547,6051,660,15448920,6
beef,beef,bif,15,13,2,8,7,beef,1,3,352,5,73,16,1005,5258,656,11444465,4
hookup,hookup,hUk^p,1,1,0,1,0,hookup,2,5,433,7,4,2,40,216,36,680912,6
continence,continence,kantN|ns,2,2,0,1,1,continence,3,9,570,9,4,0,0,68,6,287761,9
camphor,camphor,k@mfX,1,1,0,0,1,camphor,2,6,474,5,0,0,6,88,1,210728,5
normalize,normalize,normxlYz,1,1,0,1,0,normalize,3,8,654,10,2,3,4,266,75,621377,9
medic,medic,mEdIk,1,0,1,0,1,medic,2,5,386,6,20,14,291,421,95,1125925,6
snatch,snatch,sn@C,4,4,0,0,4,snatch,1,4,567,7,9,2,199,603,67,2257630,5
large,large,larJ,7,6,1,3,4,large,1,4,457,6,22,14,2114,76170,7808,165867706,5
cleat,cleat,klit,11,10,1,6,5,cleat,1,4,367,6,39,8,22,190,2,371970,5
livelihood,livelihood,lYvlihUd,1,1,0,1,0,livelihood,3,8,670,11,2,2,76,836,149,1226471,9
dealing,dealing,dilIG,1,1,0,1,0,dealing,2,5,424,8,30,10,1440,12093,4372,17303748,6
rosin,rosin,razN,5,5,0,4,1,rosin,2,5,412,6,18,23,10,77,3,262173,5
breadth,breadth,brEdT,2,0,2,0,2,breadth,1,5,373,6,6,1,22,1146,77,2207395,5
mortification,mortification,mort|fxkeS|n,1,1,0,1,0,mortification,5,12,802,8,1,1,4,86,2,203588,7
appeal,appeal,xpil,6,5,1,2,4,appeal,2,4,459,7,14,5,663,10624,2472,27829781,5
adjure,adjure,xJUr,4,4,0,3,1,adjure,2,5,473,5,0,0,1,4,0,22956,3
disc,disc,dIsk,4,4,0,4,0,disc,1,4,310,5,32,13,131,2447,172,34143312,5
golf,golf,g^lf,4,3,1,0,4,golf,1,4,386,5,13,14,1302,11476,1441,88335035,5
doom,doom,dum,24,22,2,14,10,doom,1,3,458,5,77,11,286,1191,203,6067656,4
bank,bank,b@Gk,15,11,4,12,3,bank,1,4,366,5,57,37,4334,29833,6432,91561546,5
guinea,guinea,gIni,6,6,0,5,1,guinea,2,4,579,7,52,3,227,1485,141,20757599,5
slit,slit,slIt,18,15,3,7,11,slit,1,4,383,5,35,18,194,842,78,1424732,5
mistral,mistral,mIstrL,1,0,1,1,0,mistral,2,7,525,7,5,3,6,86,3,372478,7
strive,strive,strYv,5,5,0,0,5,strive,1,5,632,7,14,10,67,1355,113,4152261,6
dim,dim,dIm,21,20,1,12,9,dim,1,3,290,4,87,36,243,2714,123,5580441,4
lie,lie,lY,36,21,15,21,15,lie,1,2,300,4,156,58,6133,12906,2815,13539916,3
hang,hang,h@G,23,19,4,9,14,hang,1,3,370,5,79,54,7535,9104,2159,11079733,4
upstate,upstate,^pstet,1,1,0,0,1,upstate,2,6,391,6,3,1,131,1035,240,1439984,6
stunt,stunt,st^nt,2,1,1,1,1,stunt,1,5,462,6,14,11,469,931,293,1754828,6
teethe,teethe,tiD,11,10,1,4,7,teethe,1,3,550,7,44,4,1,3,0,10130,4
calves,calves,k@vz,4,3,1,2,2,calves,1,4,544,6,16,12,82,1032,40,1208012,4
haste,haste,hest,10,9,1,8,2,haste,1,4,465,6,36,20,106,556,36,1059853,5
learning,learning,lRnIG,1,1,0,1,0,learning,2,5,379,6,18,3,1036,42808,2585,117676773,5
shrapnel,shrapnel,Sr@pnL,1,1,0,1,0,shrapnel,2,7,582,5,1,0,113,440,105,335328,4
cobalt,cobalt,kobclt,1,1,0,0,1,cobalt,2,6,484,5,2,1,30,598,16,2642969,6
captor,captor,k@ptX,4,4,0,3,1,captor,2,5,491,7,20,4,15,173,42,313307,6
elusive,elusive,xlusIv,1,1,0,1,0,elusive,3,6,596,8,1,0,72,1786,149,1584397,7
lentil,lentil,lEntL,6,5,1,5,1,lentil,2,6,529,7,10,1,11,191,0,358846,7
trench,trench,trEnC,4,3,1,3,1,trench,1,5,405,7,11,6,157,1234,133,1709629,6
modify,modify,madxfY,3,2,1,2,1,modify,3,6,535,7,3,1,50,3008,163,21717358,7
location,location,lokeS|n,1,1,0,1,0,location,3,7,592,9,2,3,1263,11928,1258,211247184,8
discourse,discourse,dIskors,1,1,0,0,1,discourse,2,7,649,10,1,2,20,5914,274,4221411,8
carabao,carabao,k@rxbW,1,1,0,0,1,carabao,3,6,808,7,0,0,2,2,1,24712,6
charm,charm,Carm,7,5,2,3,4,charm,1,4,435,6,15,11,794,2861,363,10557764,5
bottle,bottle,batL,8,7,1,5,3,bottle,2,5,420,7,35,10,2588,9485,882,17717296,6
fade,fade,fed,22,19,3,12,10,fade,1,3,384,5,80,33,286,2246,207,3618325,4
cartridge,cartridge,kartrIJ,3,2,1,1,2,cartridge,2,7,529,10,2,4,49,670,20,15410900,8
german,german,JRmxn,5,4,1,4,1,german,2,5,380,7,47,30,1624,15726,1764,53712683,6
vulgarize,vulgarize,v^lgXYz,1,0,1,0,1,vulgarize,3,7,778,9,0,0,0,1,1,4290,6
contributor,contributor,kxntrIbyutX,1,0,1,0,1,contributor,4,11,584,12,1,2,18,2169,839,5902799,12
stitch,stitch,stIC,7,7,0,2,5,stitch,1,4,609,7,22,4,381,597,39,5050736,5
cod,cod,kad,27,22,5,17,10,cod,1,3,375,4,100,40,114,1378,174,10428610,4
slum,slum,sl^m,14,12,2,5,9,slum,1,4,519,5,36,21,65,568,75,617168,5
bed,bed,bEd,25,21,4,19,6,bed,1,3,296,4,90,38,9543,31440,3390,64267669,4
wreath,wreath,riT,17,17,0,7,10,wreath,1,3,337,7,87,6,54,574,98,1330354,4
tweed,tweed,twid,4,3,1,2,2,tweed,1,4,539,6,11,4,61,456,43,1632363,5
mop,mop,map,16,15,1,11,5,mop,1,3,327,4,79,33,211,648,75,1840725,4
picket,picket,pIk|t,5,5,0,5,0,picket,2,5,479,7,19,15,113,665,119,816389,6
dessert,dessert,dIzRt,2,2,0,1,1,dessert,2,5,585,8,10,6,715,2830,329,4392650,6
stutter,stutter,st^tX,1,1,0,1,0,stutter,2,5,512,8,17,8,96,294,31,238419,6
shellfish,shellfish,SElfIS,1,1,0,1,0,shellfish,2,6,718,6,2,0,50,628,60,1623214,5
refract,refract,rIfr@kt,1,1,0,1,0,refract,2,7,539,8,1,1,2,31,1,66964,8
fiction,fiction,fIkS|n,4,2,2,4,0,fiction,2,6,587,8,6,4,310,8011,924,47450864,7
puke,puke,pyuk,2,1,1,0,2,puke,1,4,379,5,10,14,319,221,16,528407,5
lady,lady,ledi,6,5,1,1,5,lady,2,4,321,5,50,21,11071,16341,4050,29359462,5
advice,advice,xdvYs,1,1,0,0,1,advice,2,5,650,5,4,3,2447,14583,3472,71278594,5
kinsfolk,kinsfolk,kInzfok,1,0,1,0,1,kinsfolk,2,7,599,5,1,1,0,5,1,26647,5
gremlin,gremlin,grEml|n,1,1,0,1,0,gremlin,2,7,450,8,2,3,11,26,0,297178,8
grief,grief,grif,11,10,1,2,9,grief,1,4,509,5,41,11,552,4197,736,4552843,4
